ID,Route,Scheduled Launch Time,Actual Launch Time,Arrival Time,Distance Travelled (Km),Energy Consumed (KWh),Launching SOC,Arriving SOC
187,M86-SBS,0 days 01:20:00,0 days 01:20:00,0 days 01:57:50,8.978999999999957,16.52136000000006,0.9,0.782
115,M42,0 days 01:24:00,0 days 01:24:00,0 days 02:10:10,7.943999999999973,14.616960000000063,0.9,0.7956
188,M86-SBS,0 days 02:00:00,0 days 02:00:00,0 days 02:37:50,8.978999999999957,16.52136000000006,0.9,0.782
211,M79-SBS,0 days 01:22:00,0 days 01:22:00,0 days 02:42:00,16.2579999999999,29.9147199999999,0.9,0.6863
61,M14D-SBS,0 days 01:04:00,0 days 01:04:00,0 days 02:47:30,19.464999999999872,35.81559999999984,0.9,0.6442
116,M42,0 days 02:09:00,0 days 02:09:00,0 days 02:55:10,7.943999999999973,14.616960000000063,0.9,0.7956
32,M14A-SBS,0 days 01:30:00,0 days 01:30:00,0 days 03:07:10,19.122999999999877,35.18631999999985,0.9,0.6487
189,M86-SBS,0 days 02:40:00,0 days 02:40:00,0 days 03:17:50,8.978999999999957,16.52136000000006,0.9,0.782
212,M79-SBS,0 days 02:02:00,0 days 02:02:00,0 days 03:22:00,16.2579999999999,29.9147199999999,0.9,0.6863
117,M42,0 days 02:54:00,0 days 02:54:00,0 days 03:40:10,7.943999999999973,14.616960000000063,0.9,0.7956
309,M23-SBS,0 days 02:20:00,0 days 02:20:00,0 days 03:40:10,15.875999999999905,29.211839999999906,0.9,0.6913
62,M14D-SBS,0 days 02:04:00,0 days 02:04:00,0 days 03:47:30,19.464999999999872,35.81559999999984,0.9,0.6442
190,M86-SBS,0 days 03:20:00,0 days 03:20:00,0 days 03:57:50,8.978999999999957,16.52136000000006,0.9,0.782
213,M79-SBS,0 days 02:42:00,0 days 02:42:00,0 days 04:02:00,16.2579999999999,29.9147199999999,0.9,0.6863
33,M14A-SBS,0 days 02:30:00,0 days 02:30:00,0 days 04:07:10,19.122999999999877,35.18631999999985,0.9,0.6487
310,M23-SBS,0 days 03:00:00,0 days 03:00:00,0 days 04:20:10,15.875999999999905,29.211839999999906,0.9,0.6913
118,M42,0 days 03:39:00,0 days 03:39:00,0 days 04:25:10,7.943999999999973,14.616960000000063,0.9,0.7956
191,M86-SBS,0 days 04:00:00,0 days 04:00:00,0 days 04:37:50,8.978999999999957,16.52136000000006,0.9,0.782
214,M79-SBS,0 days 03:22:00,0 days 03:22:00,0 days 04:42:00,16.2579999999999,29.9147199999999,0.9,0.6863
63,M14D-SBS,0 days 03:04:00,0 days 03:04:00,0 days 04:47:30,19.464999999999872,35.81559999999984,0.9,0.6442
192,M86-SBS,0 days 04:20:00,0 days 04:20:00,0 days 04:57:50,8.978999999999957,16.52136000000006,0.9,0.782
311,M23-SBS,0 days 03:40:00,0 days 03:40:00,0 days 05:00:10,15.875999999999905,29.211839999999906,0.9,0.6913
34,M14A-SBS,0 days 03:30:00,0 days 03:30:00,0 days 05:07:10,19.122999999999877,35.18631999999985,0.9,0.6487
119,M42,0 days 04:24:00,0 days 04:24:00,0 days 05:10:10,7.943999999999973,14.616960000000063,0.9,0.7956
193,M86-SBS,0 days 04:40:00,0 days 04:40:00,0 days 05:17:50,8.978999999999957,16.52136000000006,0.9,0.782
215,M79-SBS,0 days 04:02:00,0 days 04:02:00,0 days 05:22:00,16.2579999999999,29.9147199999999,0.9,0.6863
194,M86-SBS,0 days 04:55:00,0 days 04:55:00,0 days 05:32:50,8.978999999999957,16.52136000000006,0.9,0.782
312,M23-SBS,0 days 04:20:00,0 days 04:20:00,0 days 05:40:10,15.875999999999905,29.211839999999906,0.9,0.6913
64,M14D-SBS,0 days 04:04:00,0 days 04:04:00,0 days 05:47:30,19.464999999999872,35.81559999999984,0.9,0.6442
195,M86-SBS,0 days 05:10:00,0 days 05:10:00,0 days 05:47:50,8.978999999999957,16.52136000000006,0.9,0.782
120,M42,0 days 05:09:00,0 days 05:09:00,0 days 05:55:10,7.943999999999973,14.616960000000063,0.9,0.7956
216,M79-SBS,0 days 04:42:00,0 days 04:42:00,0 days 06:02:00,16.2579999999999,29.9147199999999,0.9,0.6863
196,M86-SBS,0 days 05:25:00,0 days 05:25:00,0 days 06:02:50,8.978999999999957,16.52136000000006,0.9,0.782
327,M66,0 days 05:00:00,0 days 05:00:00,0 days 06:05:30,12.791999999999927,23.53727999999997,0.9,0.7319
35,M14A-SBS,0 days 04:30:00,0 days 04:30:00,0 days 06:07:10,19.122999999999877,35.18631999999985,0.9,0.6487
285,M34A-SBS,0 days 05:10:00,0 days 05:10:00,0 days 06:10:50,11.07699999999995,20.381680000000028,0.9,0.7544
197,M86-SBS,0 days 05:40:00,0 days 05:40:00,0 days 06:17:50,8.978999999999957,16.52136000000006,0.9,0.782
231,M60-SBS,0 days 02:08:00,0 days 02:08:00,0 days 06:19:30,59.11999999999961,108.7808000000031,0.9,0.123
313,M23-SBS,0 days 05:00:00,0 days 05:00:00,0 days 06:20:10,15.875999999999905,29.211839999999906,0.9,0.6913
121,M42,0 days 05:39:00,0 days 05:39:00,0 days 06:25:10,7.943999999999973,14.616960000000063,0.9,0.7956
328,M66,0 days 05:20:00,0 days 05:20:00,0 days 06:25:30,12.791999999999927,23.53727999999997,0.9,0.7319
104,M50,0 days 05:05:00,0 days 05:05:00,0 days 06:26:50,15.877999999999904,29.215519999999913,0.9,0.6913
65,M14D-SBS,0 days 04:47:00,0 days 04:47:00,0 days 06:30:30,19.464999999999872,35.81559999999984,0.9,0.6442
198,M86-SBS,0 days 05:55:00,0 days 05:55:00,0 days 06:32:50,8.978999999999957,16.52136000000006,0.9,0.782
286,M34A-SBS,0 days 05:34:00,0 days 05:34:00,0 days 06:34:50,11.07699999999995,20.381680000000028,0.9,0.7544
217,M79-SBS,0 days 05:22:00,0 days 05:22:00,0 days 06:42:00,16.2579999999999,29.9147199999999,0.9,0.6863
379,M57,0 days 05:24:00,0 days 05:24:00,0 days 06:44:50,14.266999999999923,26.251279999999966,0.9,0.7125
122,M42,0 days 05:59:00,0 days 05:59:00,0 days 06:45:10,7.943999999999973,14.616960000000063,0.9,0.7956
329,M66,0 days 05:40:00,0 days 05:40:00,0 days 06:45:30,12.791999999999927,23.53727999999997,0.9,0.7319
232,M60-SBS,0 days 02:35:00,0 days 02:35:00,0 days 06:46:30,59.11999999999961,108.7808000000031,0.9,0.123
170,M22,0 days 05:00:00,0 days 05:00:00,0 days 06:46:40,21.18399999999988,38.978559999999824,0.9,0.6216
199,M86-SBS,0 days 06:10:00,0 days 06:10:00,0 days 06:47:50,8.978999999999957,16.52136000000006,0.9,0.782
314,M23-SBS,0 days 05:30:00,0 days 05:30:00,0 days 06:50:10,15.875999999999905,29.211839999999906,0.9,0.6913
66,M14D-SBS,0 days 05:07:00,0 days 05:07:00,0 days 06:50:30,19.464999999999872,35.81559999999984,0.9,0.6442
365,M8,0 days 05:21:00,0 days 05:21:00,0 days 06:50:50,16.744999999999898,30.81079999999989,0.9,0.6799
36,M14A-SBS,0 days 05:15:00,0 days 05:15:00,0 days 06:52:10,19.122999999999877,35.18631999999985,0.9,0.6487
149,M55,0 days 05:00:00,0 days 05:00:00,0 days 06:55:30,19.893999999999878,36.604959999999835,0.9,0.6385
105,M50,0 days 05:35:00,0 days 05:35:00,0 days 06:56:50,15.877999999999904,29.215519999999913,0.9,0.6913
200,M86-SBS,0 days 06:20:00,0 days 06:20:00,0 days 06:57:50,8.978999999999957,16.52136000000006,0.9,0.782
287,M34A-SBS,0 days 05:58:00,0 days 05:58:00,0 days 06:58:50,11.07699999999995,20.381680000000028,0.9,0.7544
123,M42,0 days 06:14:00,0 days 06:14:00,0 days 07:00:10,7.943999999999973,14.616960000000063,0.9,0.7956
218,M79-SBS,0 days 05:42:00,0 days 05:42:00,0 days 07:02:00,16.2579999999999,29.9147199999999,0.9,0.6863
265,M34-SBS,0 days 05:24:00,0 days 05:24:00,0 days 07:04:10,20.43599999999986,37.60223999999981,0.9,0.6314
330,M66,0 days 06:00:00,0 days 06:00:00,0 days 07:05:30,12.791999999999927,23.53727999999997,0.9,0.7319
201,M86-SBS,0 days 06:28:00,0 days 06:28:00,0 days 07:05:50,8.978999999999957,16.52136000000006,0.9,0.782
124,M42,0 days 06:24:00,0 days 06:24:00,0 days 07:10:10,7.943999999999973,14.616960000000063,0.9,0.7956
67,M14D-SBS,0 days 05:27:00,0 days 05:27:00,0 days 07:10:30,19.464999999999872,35.81559999999984,0.9,0.6442
37,M14A-SBS,0 days 05:35:00,0 days 05:35:00,0 days 07:12:10,19.122999999999877,35.18631999999985,0.9,0.6487
202,M86-SBS,0 days 06:36:00,0 days 06:36:00,0 days 07:13:50,8.978999999999957,16.52136000000006,0.9,0.782
233,M60-SBS,0 days 03:05:00,0 days 03:05:00,0 days 07:16:30,59.11999999999961,108.7808000000031,0.9,0.123
171,M22,0 days 05:30:00,0 days 05:30:00,0 days 07:16:40,21.18399999999988,38.978559999999824,0.9,0.6216
106,M50,0 days 05:55:00,0 days 05:55:00,0 days 07:16:50,15.877999999999904,29.215519999999913,0.9,0.6913
219,M79-SBS,0 days 05:59:00,0 days 05:59:00,0 days 07:19:00,16.2579999999999,29.9147199999999,0.9,0.6863
380,M57,0 days 05:59:00,0 days 05:59:00,0 days 07:19:50,14.266999999999923,26.251279999999966,0.9,0.7125
400,M72,0 days 05:50:00,0 days 05:50:00,0 days 07:19:50,17.482999999999883,32.16871999999989,0.9,0.6702
125,M42,0 days 06:34:00,0 days 06:34:00,0 days 07:20:10,7.943999999999973,14.616960000000063,0.9,0.7956
315,M23-SBS,0 days 06:00:00,0 days 06:00:00,0 days 07:20:10,15.875999999999905,29.211839999999906,0.9,0.6913
203,M86-SBS,0 days 06:43:00,0 days 06:43:00,0 days 07:20:50,8.978999999999957,16.52136000000006,0.9,0.782
366,M8,0 days 05:51:00,0 days 05:51:00,0 days 07:20:50,16.744999999999898,30.81079999999989,0.9,0.6799
288,M34A-SBS,0 days 06:20:00,0 days 06:20:00,0 days 07:20:50,11.07699999999995,20.381680000000028,0.9,0.7544
68,M14D-SBS,0 days 05:39:00,0 days 05:39:00,0 days 07:22:30,19.464999999999872,35.81559999999984,0.9,0.6442
150,M55,0 days 05:30:00,0 days 05:30:00,0 days 07:25:30,19.893999999999878,36.604959999999835,0.9,0.6385
331,M66,0 days 06:20:00,0 days 06:20:00,0 days 07:25:30,12.791999999999927,23.53727999999997,0.9,0.7319
204,M86-SBS,0 days 06:49:00,0 days 06:49:00,0 days 07:26:50,8.978999999999957,16.52136000000006,0.9,0.782
266,M34-SBS,0 days 05:47:00,0 days 05:47:00,0 days 07:27:10,20.43599999999986,37.60223999999981,0.9,0.6314
126,M42,0 days 06:44:00,0 days 06:44:00,0 days 07:30:10,7.943999999999973,14.616960000000063,0.9,0.7956
38,M14A-SBS,0 days 05:55:00,0 days 05:55:00,0 days 07:32:10,19.122999999999877,35.18631999999985,0.9,0.6487
69,M14D-SBS,0 days 05:49:00,0 days 05:49:00,0 days 07:32:30,19.464999999999872,35.81559999999984,0.9,0.6442
205,M86-SBS,0 days 06:55:00,0 days 06:55:00,0 days 07:32:50,8.978999999999957,16.52136000000006,0.9,0.782
381,M57,0 days 06:13:00,0 days 06:13:00,0 days 07:33:50,14.266999999999923,26.251279999999966,0.9,0.7125
220,M79-SBS,0 days 06:14:00,0 days 06:14:00,0 days 07:34:00,16.2579999999999,29.9147199999999,0.9,0.6863
234,M60-SBS,0 days 03:25:00,0 days 03:25:00,0 days 07:36:30,59.11999999999961,108.7808000000031,0.9,0.123
107,M50,0 days 06:15:00,0 days 06:15:00,0 days 07:36:50,15.877999999999904,29.215519999999913,0.9,0.6913
206,M86-SBS,0 days 07:01:00,0 days 07:01:00,0 days 07:38:50,8.978999999999957,16.52136000000006,0.9,0.782
127,M42,0 days 06:54:00,0 days 06:54:00,0 days 07:40:10,7.943999999999973,14.616960000000063,0.9,0.7956
316,M23-SBS,0 days 06:20:00,0 days 06:20:00,0 days 07:40:10,15.875999999999905,29.211839999999906,0.9,0.6913
332,M66,0 days 06:35:00,0 days 06:35:00,0 days 07:40:30,12.791999999999927,23.53727999999997,0.9,0.7319
70,M14D-SBS,0 days 05:59:00,0 days 05:59:00,0 days 07:42:30,19.464999999999872,35.81559999999984,0.9,0.6442
289,M34A-SBS,0 days 06:42:00,0 days 06:42:00,0 days 07:42:50,11.07699999999995,20.381680000000028,0.9,0.7544
207,M86-SBS,0 days 07:07:00,0 days 07:07:00,0 days 07:44:50,8.978999999999957,16.52136000000006,0.9,0.782
172,M22,0 days 06:00:00,0 days 06:00:00,0 days 07:46:40,21.18399999999988,38.978559999999824,0.9,0.6216
39,M14A-SBS,0 days 06:10:00,0 days 06:10:00,0 days 07:47:10,19.122999999999877,35.18631999999985,0.9,0.6487
221,M79-SBS,0 days 06:29:00,0 days 06:29:00,0 days 07:49:00,16.2579999999999,29.9147199999999,0.9,0.6863
208,M86-SBS,0 days 07:12:00,0 days 07:12:00,0 days 07:49:50,8.978999999999957,16.52136000000006,0.9,0.782
401,M72,0 days 06:20:00,0 days 06:20:00,0 days 07:49:50,17.482999999999883,32.16871999999989,0.9,0.6702
128,M42,0 days 07:04:00,0 days 07:04:00,0 days 07:50:10,7.943999999999973,14.616960000000063,0.9,0.7956
367,M8,0 days 06:21:00,0 days 06:21:00,0 days 07:50:50,16.744999999999898,30.81079999999989,0.9,0.6799
267,M34-SBS,0 days 06:11:00,0 days 06:11:00,0 days 07:51:10,20.43599999999986,37.60223999999981,0.9,0.6314
71,M14D-SBS,0 days 06:08:00,0 days 06:08:00,0 days 07:51:30,19.464999999999872,35.81559999999984,0.9,0.6442
382,M57,0 days 06:33:00,0 days 06:33:00,0 days 07:53:50,14.266999999999923,26.251279999999966,0.9,0.7125
209,M86-SBS,0 days 07:17:00,0 days 07:17:00,0 days 07:54:50,8.978999999999957,16.52136000000006,0.9,0.782
317,M23-SBS,0 days 06:35:00,0 days 06:35:00,0 days 07:55:10,15.875999999999905,29.211839999999906,0.9,0.6913
151,M55,0 days 06:00:00,0 days 06:00:00,0 days 07:55:30,19.893999999999878,36.604959999999835,0.9,0.6385
333,M66,0 days 06:50:00,0 days 06:50:00,0 days 07:55:30,12.791999999999927,23.53727999999997,0.9,0.7319
235,M60-SBS,0 days 03:45:00,0 days 03:45:00,0 days 07:56:30,59.11999999999961,108.7808000000031,0.9,0.123
108,M50,0 days 06:35:00,0 days 06:35:00,0 days 07:56:50,15.877999999999904,29.215519999999913,0.9,0.6913
210,M86-SBS,0 days 07:22:00,0 days 07:22:00,0 days 07:59:50,8.978999999999957,16.52136000000006,0.9,0.782
129,M42,0 days 07:14:00,0 days 07:14:00,0 days 08:00:10,7.943999999999973,14.616960000000063,0.9,0.7956
72,M14D-SBS,0 days 06:17:00,0 days 06:17:00,0 days 08:00:30,19.464999999999872,35.81559999999984,0.9,0.6442
290,M34A-SBS,0 days 07:01:00,0 days 07:01:00,0 days 08:01:50,11.07699999999995,20.381680000000028,0.9,0.7544
40,M14A-SBS,0 days 06:25:00,0 days 06:25:00,0 days 08:02:10,19.122999999999877,35.18631999999985,0.9,0.6487
222,M79-SBS,0 days 06:44:00,0 days 06:44:00,0 days 08:04:00,16.2579999999999,29.9147199999999,0.9,0.6863
187,M86-SBS,0 days 07:27:00,0 days 07:27:00,0 days 08:04:50,8.978999999999921,16.521359999999785,0.9005,0.7825
334,M66,0 days 07:00:00,0 days 07:00:00,0 days 08:05:30,12.791999999999927,23.53727999999997,0.9,0.7319
130,M42,0 days 07:22:00,0 days 07:22:00,0 days 08:08:10,7.943999999999973,14.616960000000063,0.9,0.7956
73,M14D-SBS,0 days 06:25:00,0 days 06:25:00,0 days 08:08:30,19.464999999999872,35.81559999999984,0.9,0.6442
383,M57,0 days 06:48:00,0 days 06:48:00,0 days 08:08:50,14.266999999999923,26.251279999999966,0.9,0.7125
188,M86-SBS,0 days 07:32:00,0 days 07:32:00,0 days 08:09:50,8.978999999999921,16.521359999999785,0.9005,0.7825
402,M72,0 days 06:40:00,0 days 06:40:00,0 days 08:09:50,17.482999999999883,32.16871999999989,0.9,0.6702
318,M23-SBS,0 days 06:50:00,0 days 06:50:00,0 days 08:10:10,15.875999999999905,29.211839999999906,0.9,0.6913
368,M8,0 days 06:41:00,0 days 06:41:00,0 days 08:10:50,16.744999999999898,30.81079999999989,0.9,0.6799
268,M34-SBS,0 days 06:33:00,0 days 06:33:00,0 days 08:13:10,20.43599999999986,37.60223999999981,0.9,0.6314
189,M86-SBS,0 days 07:36:00,0 days 07:36:00,0 days 08:13:50,8.978999999999921,16.521359999999785,0.9005,0.7825
223,M79-SBS,0 days 06:54:00,0 days 06:54:00,0 days 08:14:00,16.2579999999999,29.9147199999999,0.9,0.6863
74,M14D-SBS,0 days 06:32:00,0 days 06:32:00,0 days 08:15:30,19.464999999999872,35.81559999999984,0.9,0.6442
335,M66,0 days 07:10:00,0 days 07:10:00,0 days 08:15:30,12.791999999999927,23.53727999999997,0.9,0.7319
131,M42,0 days 07:30:00,0 days 07:30:00,0 days 08:16:10,7.943999999999973,14.616960000000063,0.9,0.7956
236,M60-SBS,0 days 04:05:00,0 days 04:05:00,0 days 08:16:30,59.11999999999961,108.7808000000031,0.9,0.123
173,M22,0 days 06:30:00,0 days 06:30:00,0 days 08:16:40,21.18399999999988,38.978559999999824,0.9,0.6216
109,M50,0 days 06:55:00,0 days 06:55:00,0 days 08:16:50,15.877999999999904,29.215519999999913,0.9,0.6913
41,M14A-SBS,0 days 06:40:00,0 days 06:40:00,0 days 08:17:10,19.122999999999877,35.18631999999985,0.9,0.6487
190,M86-SBS,0 days 07:40:00,0 days 07:40:00,0 days 08:17:50,8.978999999999921,16.521359999999785,0.9005,0.7825
319,M23-SBS,0 days 07:00:00,0 days 07:00:00,0 days 08:20:10,15.875999999999905,29.211839999999906,0.9,0.6913
191,M86-SBS,0 days 07:44:00,0 days 07:44:00,0 days 08:21:50,8.978999999999921,16.521359999999785,0.9005,0.7825
291,M34A-SBS,0 days 07:21:00,0 days 07:21:00,0 days 08:21:50,11.07699999999995,20.381680000000028,0.9,0.7544
75,M14D-SBS,0 days 06:39:00,0 days 06:39:00,0 days 08:22:30,19.464999999999872,35.81559999999984,0.9,0.6442
336,M66,0 days 07:18:00,0 days 07:18:00,0 days 08:23:30,12.791999999999927,23.53727999999997,0.9,0.7319
384,M57,0 days 07:03:00,0 days 07:03:00,0 days 08:23:50,14.266999999999923,26.251279999999966,0.9,0.7125
224,M79-SBS,0 days 07:04:00,0 days 07:04:00,0 days 08:24:00,16.2579999999999,29.9147199999999,0.9,0.6863
132,M42,0 days 07:38:00,0 days 07:38:00,0 days 08:24:10,7.943999999999973,14.616960000000063,0.9,0.7956
152,M55,0 days 06:30:00,0 days 06:30:00,0 days 08:25:30,19.893999999999878,36.604959999999835,0.9,0.6385
192,M86-SBS,0 days 07:48:00,0 days 07:48:00,0 days 08:25:50,8.978999999999921,16.521359999999785,0.9005,0.7825
42,M14A-SBS,0 days 06:52:00,0 days 06:52:00,0 days 08:29:10,19.122999999999877,35.18631999999985,0.9,0.6487
76,M14D-SBS,0 days 06:46:00,0 days 06:46:00,0 days 08:29:30,19.464999999999872,35.81559999999984,0.9,0.6442
193,M86-SBS,0 days 07:52:00,0 days 07:52:00,0 days 08:29:50,8.978999999999921,16.521359999999785,0.9005,0.7825
403,M72,0 days 07:00:00,0 days 07:00:00,0 days 08:29:50,17.482999999999883,32.16871999999989,0.9,0.6702
320,M23-SBS,0 days 07:10:00,0 days 07:10:00,0 days 08:30:10,15.875999999999905,29.211839999999906,0.9,0.6913
369,M8,0 days 07:01:00,0 days 07:01:00,0 days 08:30:50,16.744999999999898,30.81079999999989,0.9,0.6799
337,M66,0 days 07:26:00,0 days 07:26:00,0 days 08:31:30,12.791999999999927,23.53727999999997,0.9,0.7319
110,M50,0 days 07:10:00,0 days 07:10:00,0 days 08:31:50,15.877999999999904,29.215519999999913,0.9,0.6913
115,M42,0 days 07:46:00,0 days 07:46:00,0 days 08:32:10,7.943999999999938,14.616959999999857,0.9003,0.7959
269,M34-SBS,0 days 06:53:00,0 days 06:53:00,0 days 08:33:10,20.43599999999986,37.60223999999981,0.9,0.6314
194,M86-SBS,0 days 07:56:00,0 days 07:56:00,0 days 08:33:50,8.978999999999921,16.521359999999785,0.9005,0.7825
225,M79-SBS,0 days 07:14:00,0 days 07:14:00,0 days 08:34:00,16.2579999999999,29.9147199999999,0.9,0.6863
77,M14D-SBS,0 days 06:52:00,0 days 06:52:00,0 days 08:35:30,19.464999999999872,35.81559999999984,0.9,0.6442
292,M34A-SBS,0 days 07:35:00,0 days 07:35:00,0 days 08:35:50,11.07699999999995,20.381680000000028,0.9,0.7544
0,M9,0 days 06:00:00,0 days 06:00:00,0 days 08:36:00,31.811999999999784,58.53407999999959,0.9,0.4819
195,M86-SBS,0 days 08:00:00,0 days 08:00:00,0 days 08:37:50,8.978999999999921,16.521359999999785,0.9005,0.7825
116,M42,0 days 07:52:00,0 days 07:52:00,0 days 08:38:10,7.943999999999938,14.616959999999857,0.9003,0.7959
237,M60-SBS,0 days 04:27:00,0 days 04:27:00,0 days 08:38:30,59.11999999999961,108.7808000000031,0.9,0.123
385,M57,0 days 07:18:00,0 days 07:18:00,0 days 08:38:50,14.266999999999923,26.251279999999966,0.9,0.7125
43,M14A-SBS,0 days 07:02:00,0 days 07:02:00,0 days 08:39:10,19.122999999999877,35.18631999999985,0.9,0.6487
338,M66,0 days 07:34:00,0 days 07:34:00,0 days 08:39:30,12.791999999999927,23.53727999999997,0.9,0.7319
321,M23-SBS,0 days 07:20:00,0 days 07:20:00,0 days 08:40:10,15.875999999999905,29.211839999999906,0.9,0.6913
78,M14D-SBS,0 days 06:58:00,0 days 06:58:00,0 days 08:41:30,19.464999999999872,35.81559999999984,0.9,0.6442
174,M22,0 days 06:55:00,0 days 06:55:00,0 days 08:41:40,21.18399999999988,38.978559999999824,0.9,0.6216
196,M86-SBS,0 days 08:04:00,0 days 08:04:00,0 days 08:41:50,8.978999999999921,16.521359999999785,0.9005,0.7825
117,M42,0 days 07:57:00,0 days 07:57:00,0 days 08:43:10,7.943999999999938,14.616959999999857,0.9003,0.7959
226,M79-SBS,0 days 07:24:00,0 days 07:24:00,0 days 08:44:00,16.2579999999999,29.9147199999999,0.9,0.6863
404,M72,0 days 07:15:00,0 days 07:15:00,0 days 08:44:50,17.482999999999883,32.16871999999989,0.9,0.6702
153,M55,0 days 06:50:00,0 days 06:50:00,0 days 08:45:30,19.893999999999878,36.604959999999835,0.9,0.6385
197,M86-SBS,0 days 08:08:00,0 days 08:08:00,0 days 08:45:50,8.978999999999921,16.521359999999785,0.9005,0.7825
370,M8,0 days 07:16:00,0 days 07:16:00,0 days 08:45:50,16.744999999999898,30.81079999999989,0.9,0.6799
111,M50,0 days 07:25:00,0 days 07:25:00,0 days 08:46:50,15.877999999999904,29.215519999999913,0.9,0.6913
79,M14D-SBS,0 days 07:04:00,0 days 07:04:00,0 days 08:47:30,19.464999999999872,35.81559999999984,0.9,0.6442
339,M66,0 days 07:42:00,0 days 07:42:00,0 days 08:47:30,12.791999999999927,23.53727999999997,0.9,0.7319
293,M34A-SBS,0 days 07:47:00,0 days 07:47:00,0 days 08:47:50,11.07699999999995,20.381680000000028,0.9,0.7544
118,M42,0 days 08:02:00,0 days 08:02:00,0 days 08:48:10,7.943999999999938,14.616959999999857,0.9003,0.7959
322,M23-SBS,0 days 07:28:00,0 days 07:28:00,0 days 08:48:10,15.875999999999905,29.211839999999906,0.9,0.6913
44,M14A-SBS,0 days 07:12:00,0 days 07:12:00,0 days 08:49:10,19.122999999999877,35.18631999999985,0.9,0.6487
198,M86-SBS,0 days 08:12:00,0 days 08:12:00,0 days 08:49:50,8.978999999999921,16.521359999999785,0.9005,0.7825
80,M14D-SBS,0 days 07:09:00,0 days 07:09:00,0 days 08:52:30,19.464999999999872,35.81559999999984,0.9,0.6442
119,M42,0 days 08:07:00,0 days 08:07:00,0 days 08:53:10,7.943999999999938,14.616959999999857,0.9003,0.7959
270,M34-SBS,0 days 07:13:00,0 days 07:13:00,0 days 08:53:10,20.43599999999986,37.60223999999981,0.9,0.6314
349,M21,0 days 06:35:00,0 days 06:35:00,0 days 08:53:20,29.162999999999858,53.659919999999744,0.9,0.5167
386,M57,0 days 07:33:00,0 days 07:33:00,0 days 08:53:50,14.266999999999923,26.251279999999966,0.9,0.7125
199,M86-SBS,0 days 08:16:00,0 days 08:16:00,0 days 08:53:50,8.978999999999921,16.521359999999785,0.9005,0.7825
227,M79-SBS,0 days 07:34:00,0 days 07:34:00,0 days 08:54:00,16.2579999999999,29.9147199999999,0.9,0.6863
340,M66,0 days 07:50:00,0 days 07:50:00,0 days 08:55:30,12.791999999999927,23.53727999999997,0.9,0.7319
1,M9,0 days 06:20:00,0 days 06:20:00,0 days 08:56:00,31.811999999999784,58.53407999999959,0.9,0.4819
81,M14D-SBS,0 days 07:13:00,0 days 07:13:00,0 days 08:56:30,19.464999999999872,35.81559999999984,0.9,0.6442
175,M22,0 days 07:10:00,0 days 07:10:00,0 days 08:56:40,21.18399999999988,38.978559999999824,0.9,0.6216
45,M14A-SBS,0 days 07:20:00,0 days 07:20:00,0 days 08:57:10,19.122999999999877,35.18631999999985,0.9,0.6487
323,M23-SBS,0 days 07:37:00,0 days 07:37:00,0 days 08:57:10,15.875999999999905,29.211839999999906,0.9,0.6913
200,M86-SBS,0 days 08:20:00,0 days 08:20:00,0 days 08:57:50,8.978999999999921,16.521359999999785,0.9005,0.7825
120,M42,0 days 08:12:00,0 days 08:12:00,0 days 08:58:10,7.943999999999938,14.616959999999857,0.9003,0.7959
294,M34A-SBS,0 days 07:58:00,0 days 07:58:00,0 days 08:58:50,11.07699999999995,20.381680000000028,0.9,0.7544
133,M20,0 days 06:15:00,0 days 06:15:00,0 days 08:59:00,30.218999999999816,55.60295999999966,0.9,0.5028
228,M79-SBS,0 days 07:39:00,0 days 07:39:00,0 days 08:59:00,16.2579999999999,29.9147199999999,0.9,0.6863
238,M60-SBS,0 days 04:48:00,0 days 04:48:00,0 days 08:59:30,59.11999999999961,108.7808000000031,0.9,0.123
405,M72,0 days 07:30:00,0 days 07:30:00,0 days 08:59:50,17.482999999999883,32.16871999999989,0.9,0.6702
82,M14D-SBS,0 days 07:17:00,0 days 07:17:00,0 days 09:00:30,19.464999999999872,35.81559999999984,0.9,0.6442
371,M8,0 days 07:31:00,0 days 07:31:00,0 days 09:00:50,16.744999999999898,30.81079999999989,0.9,0.6799
112,M50,0 days 07:40:00,0 days 07:40:00,0 days 09:01:50,15.877999999999904,29.215519999999913,0.9,0.6913
201,M86-SBS,0 days 08:24:00,0 days 08:24:00,0 days 09:01:50,8.978999999999921,16.521359999999785,0.9005,0.7825
121,M42,0 days 08:17:00,0 days 08:17:00,0 days 09:03:10,7.943999999999938,14.616959999999857,0.9003,0.7959
341,M66,0 days 07:58:00,0 days 07:58:00,0 days 09:03:30,12.791999999999927,23.53727999999997,0.9,0.7319
229,M79-SBS,0 days 07:44:00,0 days 07:44:00,0 days 09:04:00,16.2579999999999,29.9147199999999,0.9,0.6863
83,M14D-SBS,0 days 07:21:00,0 days 07:21:00,0 days 09:04:30,19.464999999999872,35.81559999999984,0.9,0.6442
46,M14A-SBS,0 days 07:28:00,0 days 07:28:00,0 days 09:05:10,19.122999999999877,35.18631999999985,0.9,0.6487
324,M23-SBS,0 days 07:45:00,0 days 07:45:00,0 days 09:05:10,15.875999999999905,29.211839999999906,0.9,0.6913
154,M55,0 days 07:10:00,0 days 07:10:00,0 days 09:05:30,19.893999999999878,36.604959999999835,0.9,0.6385
