,Time (s),ID,Route,Next Stop,Current Stop,Direction,Total Distance (Km),Total Energy (KWh),SOC,At Stop,Previous Direction
54477,1290,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
54897,1300,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
55317,1310,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
55737,1320,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
56157,1330,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
56577,1340,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
56997,1350,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
57417,1360,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
57837,1370,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
58257,1380,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
58677,1390,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
59097,1400,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
59517,1410,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
59937,1420,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
60357,1430,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
60777,1440,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
61197,1450,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
61617,1460,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
62037,1470,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
62457,1480,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
62877,1490,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
63297,1500,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
63717,1510,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
64137,1520,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
64557,1530,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
64977,1540,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
65397,1550,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
65817,1560,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
66237,1570,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
66657,1580,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
67077,1590,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
67497,1600,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
67917,1610,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
68337,1620,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
68757,1630,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
69177,1640,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
69597,1650,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
70017,1660,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
70437,1670,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
70857,1680,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
71277,1690,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
71697,1700,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
72117,1710,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
72537,1720,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
72957,1730,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
73377,1740,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
73797,1750,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
74217,1760,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
74637,1770,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
75057,1780,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
75477,1790,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
75897,1800,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
76317,1810,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
76737,1820,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
77157,1830,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
77577,1840,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
77997,1850,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
78417,1860,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
78837,1870,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
79257,1880,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
79677,1890,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
80097,1900,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
80517,1910,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
80937,1920,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
81357,1930,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
81777,1940,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
82197,1950,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
82617,1960,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
83037,1970,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
83457,1980,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
83877,1990,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
84297,2000,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
84717,2010,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
85137,2020,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
85557,2030,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
85977,2040,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
86397,2050,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
86817,2060,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
87237,2070,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
87657,2080,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
88077,2090,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
88497,2100,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
88917,2110,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
89337,2120,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
89757,2130,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
90177,2140,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
90597,2150,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
91017,2160,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
91437,2170,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
91857,2180,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
92277,2190,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
92697,2200,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
93117,2210,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
93537,2220,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
93957,2230,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
94377,2240,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
94797,2250,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
95217,2260,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
95637,2270,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
96057,2280,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
96477,2290,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
96897,2300,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
97317,2310,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
97737,2320,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
98157,2330,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
98577,2340,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
98997,2350,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
99417,2360,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
99837,2370,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
100257,2380,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
100677,2390,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
101097,2400,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
101517,2410,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
101937,2420,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
102357,2430,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
102777,2440,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
103197,2450,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
103617,2460,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
104037,2470,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
104457,2480,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
104877,2490,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
105297,2500,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
105717,2510,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
106137,2520,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
106557,2530,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
106977,2540,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
107397,2550,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
107817,2560,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
108237,2570,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
108657,2580,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
109077,2590,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
109497,2600,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
109917,2610,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
110337,2620,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
110757,2630,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
111177,2640,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
111597,2650,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,0.0,0.0,0.9,False,BATTERY PK CITY via AVENUE C via PK ROW
