route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
BX39,GH_A2-Saturday,GH_A2-Saturday-059800_BX39_754,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-061000_BX39_758,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-141000_BX39_787,WAKEFIELD 241 ST via WHITE PLS RD,0,BX390010
BX39,GH_A2-Saturday,GH_A2-Saturday-062200_BX39_750,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-063400_BX39_769,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-064600_BX39_756,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-036000_BX39_753,WAKEFIELD 241 ST via WHITE PLS RD,0,BX390157
BX39,GH_A2-Saturday,GH_A2-Saturday-065800_BX39_757,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-067000_BX39_765,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-068200_BX39_766,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-033000_BX39_752,WAKEFIELD 241 ST via WHITE PLS RD,0,BX390157
BX39,GH_A2-Saturday,GH_A2-Saturday-069400_BX39_759,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-030000_BX39_751,WAKEFIELD 241 ST via WHITE PLS RD,0,BX390157
BX39,GH_A2-Saturday,GH_A2-Saturday-070600_BX39_764,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-094800_BX39_769,WAKEFIELD 241 ST via WHITE PLS RD,0,BX390010
BX39,GH_A2-Saturday,GH_A2-Saturday-071800_BX39_751,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-073000_BX39_770,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-096000_BX39_785,WAKEFIELD 241 ST via WHITE PLS RD,0,BX390010
BX39,GH_A2-Saturday,GH_A2-Saturday-074200_BX39_775,CLASON PT,1,BX390176
BX39,GH_A2-Saturday,GH_A2-Saturday-097200_BX39_781,WAKEFIELD 241 ST via WHITE PLS RD,0,BX390010
BX39,GH_A2-Saturday,GH_A2-Saturday-075400_BX39_750,CLASON PT,1,BX390176
